;választott_tárgy;idegen_nyelv_ks;Felvételkori_pénzü_státusz;erettsegi_ota_eltelt_évek;magyar_nyelvtan_ks;Szerzett/Érettségi_pontsz;matematika;verseny;matematika_ks;Képzés;ks_helye;Hozott/Tanulmányi_pontszám;magyar_irodalom_ks;Oklevél_eredménye_számmal;Felvétel_féléve;nyv_pontok;történelem;regolya;magyar_nyelv_és_irodalom;nem_ferfi;választható_tantárgy_ks;regolya.1;idegen_nyelv;történelem_ks;felvi_osszes_skalazott
7770;86.0;5.0;True;14.0;5.0;157.0;138.0;1.0;4.0;7N-AMM04;Nagyváros (megyei jogú);184.0;5.0;3.67;2012/13/1;1.0;66.0;False;70.0;False;5.0;False;99.0;2.0;476.0
7452;54.0;5.0;True;1.0;4.0;139.0;66.0;1.0;4.5;5N-A8;Főváros;194.0;4.5;3.81;2012/13/1;1.5;42.0;False;71.0;False;5.0;False;96.0;3.0;384.0
235;78.0;5.0;True;0.0;4.0;180.0;78.0;1.0;5.0;7N-AMM04;Nagyváros (megyei jogú);159.0;5.0;4.25;2010/11/1;1.5;80.0;False;80.0;False;4.0;False;46.0;5.0;440.0
4829;92.0;5.0;True;3.0;4.5;150.0;96.0;1.0;5.0;5N-A7;Nagyváros (megyei jogú);151.0;5.0;4.37;2012/13/1;2.0;72.0;False;94.0;True;4.0;False;80.0;4.0;368.0
5558;80.0;5.0;False;2.0;5.0;180.0;108.0;1.0;5.0;5N-A7;Nagyváros (megyei jogú);192.0;5.0;4.43;2011/12/1;1.0;86.0;False;83.0;False;4.0;False;89.0;4.5;365.0
614;87.0;5.0;True;0.0;4.0;164.0;84.0;1.0;4.0;5N-A8;Egyéb;164.0;5.0;3.71;2010/11/1;1.0;79.0;False;84.0;True;5.0;False;100.0;4.0;436.0
4610;67.0;3.5;True;0.0;4.5;120.0;81.0;1.0;5.0;2N-AG0;Főváros;156.0;4.0;3.78;2018/19/1;1.0;82.0;False;56.0;True;5.0;True;133.5;4.0;423.0
4897;109.5;5.0;True;0.0;5.0;176.0;87.0;1.0;5.0;2N-AG0;Egyéb;167.0;5.0;4.21;2010/11/1;2.0;62.0;False;96.0;True;4.5;False;90.0;4.0;359.0
4165;80.0;5.0;True;0.0;4.0;104.0;138.0;1.0;5.0;4N-A2;Nagyváros (megyei jogú);163.0;5.0;3.6;2014/15/1;1.5;63.0;False;58.0;True;5.0;False;78.0;5.0;417.0
1467;86.0;4.0;True;0.0;4.0;163.0;74.0;1.0;4.5;5N-A7;Nagyváros (megyei jogú);174.0;4.0;3.22;2014/15/1;1.0;93.0;False;69.0;False;4.0;True;132.0;5.0;428.0
4974;92.0;5.0;True;0.0;4.5;161.0;86.0;1.0;5.0;6N-A0;Főváros;189.0;5.0;4.56;2015/16/1;1.0;60.0;False;60.0;True;5.0;False;84.0;3.5;424.0
2761;89.0;5.0;True;7.0;4.0;162.0;91.0;1.0;4.0;5N-A8;Egyéb;191.0;5.0;2.95;2013/14/1;1.0;67.0;False;92.0;True;5.0;False;50.0;5.0;423.0
65;90.0;5.0;True;6.0;4.5;182.0;83.0;1.0;5.0;2N-AE0;Főváros;185.0;3.0;3.96;2015/16/1;1.0;80.0;False;86.0;True;5.0;False;75.0;5.0;419.75
4960;88.0;4.0;True;5.0;5.0;178.0;77.0;1.0;4.0;1N-AEM;Nagyváros (megyei jogú);176.0;4.5;4.84;2015/16/1;1.5;91.0;False;93.0;True;5.0;False;84.0;5.0;420.0
3847;91.5;3.5;True;0.0;5.0;184.0;94.5;1.0;4.0;5N-A8;Nagyváros (megyei jogú);171.0;4.5;2.76;2012/13/1;1.5;91.0;True;60.0;True;5.0;False;133.5;5.0;460.0
3822;117.0;5.0;True;2.0;5.0;156.0;83.0;1.0;5.0;5N-A7;Főváros;171.0;2.5;3.7;2014/15/1;1.0;79.0;False;91.0;True;5.0;False;115.5;2.5;358.0
7375;78.0;5.0;True;0.0;5.0;181.0;75.0;1.0;4.5;5N-A7;Nagyváros (megyei jogú);186.0;5.0;4.75;2011/12/1;1.0;69.0;False;75.0;True;5.0;False;111.0;5.0;399.0
5952;102.0;4.0;True;0.0;4.0;145.0;105.0;1.0;3.5;2N-AT0;Egyéb;0.0;5.0;4.16;2015/16/1;1.0;100.0;False;93.0;True;4.5;False;98.0;5.0;448.0
2965;141.0;4.5;True;0.0;4.5;177.0;93.0;1.0;4.5;6N-A0;Nagyváros (megyei jogú);176.0;3.0;3.62;2010/11/1;1.5;90.0;False;80.0;True;4.5;False;92.0;5.0;408.75
1953;84.0;5.0;True;0.0;4.0;176.0;87.0;1.0;3.5;7N-AMM04;Egyéb;174.0;5.0;4.14;2013/14/1;1.0;114.0;False;87.0;True;5.0;False;132.0;5.0;457.75
5300;74.0;4.5;True;1.0;4.0;169.0;121.5;1.0;5.0;7N-AMM04;Főváros;173.0;4.0;3.56;2013/14/1;1.0;90.0;False;82.0;False;5.0;False;97.0;4.5;400.0
9432;45.0;5.0;True;14.0;5.0;143.0;100.0;1.0;4.5;2N-AG0;Főváros;195.0;5.0;3.93;2015/16/1;2.5;102.0;False;80.0;True;5.0;False;86.0;5.0;422.0
5381;80.0;5.0;True;0.0;4.5;181.0;61.0;1.0;5.0;5N-A7;Egyéb;0.0;2.0;4.62;2010/11/1;1.0;98.0;False;80.0;False;5.0;False;87.0;5.0;424.0
7805;93.0;5.0;True;0.0;3.5;154.0;92.0;1.0;5.0;6N-AJ;Főváros;156.0;5.0;4.21;2013/14/1;1.0;87.0;False;94.0;True;4.0;False;150.0;5.0;455.75
3820;88.0;5.0;False;0.0;5.0;156.0;88.0;1.0;3.5;5N-A8;Főváros;0.0;4.0;4.14;2018/19/1;1.0;81.0;False;78.0;True;4.5;False;94.0;4.5;449.0
5285;95.0;5.0;True;0.0;4.5;142.0;84.0;1.0;4.5;1N-AEM;Nagyváros (megyei jogú);188.0;5.0;4.26;2012/13/1;2.0;94.0;False;96.0;True;3.5;False;96.0;5.0;378.0
4919;81.0;5.0;True;1.0;4.0;144.0;81.0;1.0;5.0;7N-AGM02;Főváros;168.0;5.0;3.98;2012/13/1;1.0;74.0;False;80.0;True;5.0;False;100.0;3.5;419.0
2176;150.0;5.0;True;0.0;5.0;190.0;129.0;1.0;4.5;5N-A8;Főváros;153.0;5.0;3.53;2014/15/1;1.0;87.0;False;84.0;True;4.0;False;94.0;5.0;440.0
3431;91.0;4.5;False;0.0;5.0;159.0;51.0;1.0;4.5;5N-A8;Egyéb;175.0;3.0;4.54;2014/15/1;1.5;94.0;True;84.0;True;5.0;True;93.0;5.0;391.75
2783;93.0;5.0;True;0.0;5.0;159.0;97.5;1.0;5.0;5N-A7;Főváros;184.0;5.0;4.1;2012/13/1;1.0;79.0;True;77.0;True;5.0;False;123.0;4.5;416.0
5643;84.0;4.5;True;1.0;4.0;186.0;83.0;1.0;4.5;7N-AMM04;Egyéb;170.0;5.0;3.52;2011/12/1;1.5;91.0;False;96.0;True;5.0;False;82.0;4.0;440.0
3873;108.0;5.0;True;2.0;5.0;179.0;78.0;1.0;5.0;1N-AEM;Nagyváros (megyei jogú);193.0;3.0;4.03;2011/12/1;0.5;68.0;False;80.0;True;5.0;False;98.0;4.5;420.0
1377;65.0;5.0;True;0.0;5.0;171.0;91.5;1.0;5.0;2N-AM0;Főváros;163.0;4.5;2.97;2012/13/1;1.0;89.0;False;86.0;False;5.0;False;97.0;5.0;401.0
3518;141.0;4.0;False;4.0;4.5;150.0;88.0;1.0;5.0;1N-AEM;Főváros;181.0;5.0;3.08;2010/11/1;1.5;81.0;True;90.0;False;4.5;False;0.0;5.0;378.0
652;79.0;5.0;True;2.0;5.0;142.0;91.5;1.0;5.0;2N-AG0;Főváros;146.0;5.0;3.91;2013/14/1;1.5;95.0;False;72.0;True;5.0;True;150.0;5.0;444.0
1059;84.0;5.0;True;0.0;4.0;144.0;95.0;1.0;3.5;5N-A7;Főváros;133.0;4.0;4.02;2015/16/1;1.0;52.0;False;83.0;False;5.0;False;62.0;5.0;377.75
6691;84.0;5.0;True;0.0;5.0;171.0;72.0;1.0;3.5;5N-A8;Egyéb;0.0;4.0;4.67;2012/13/1;2.0;82.0;False;88.0;False;5.0;True;71.0;4.0;399.0
5608;88.0;5.0;False;5.0;4.5;177.0;99.0;1.0;5.0;5N-A7;Főváros;152.0;4.5;4.72;2014/15/1;1.5;123.0;False;74.0;True;4.5;False;68.0;4.5;427.0
7612;64.0;4.0;False;0.0;4.0;152.0;91.0;1.0;5.0;5N-A7;Főváros;116.0;4.5;4.42;2011/12/1;1.0;20.0;False;73.0;True;4.5;False;80.0;3.0;444.0
8572;88.0;4.0;True;1.0;4.5;176.0;97.5;1.0;5.0;2N-AT0;Egyéb;161.0;4.0;3.96;2011/12/1;2.0;84.0;False;79.0;True;5.0;False;80.0;5.0;382.0
5723;84.0;5.0;True;1.0;4.5;165.0;76.0;1.0;3.0;2N-AG0;Főváros;174.0;4.5;4.02;2015/16/1;1.5;70.0;False;52.0;True;5.0;False;94.0;4.5;454.0
7596;117.0;4.5;True;0.0;3.5;155.0;92.0;1.0;5.0;7N-AGM02;Főváros;165.0;4.0;3.71;2014/15/1;0.5;81.0;False;72.0;False;5.0;False;92.0;3.5;430.0
6109;114.0;4.5;True;0.0;5.0;143.0;78.0;1.0;3.0;1N-AEM;Főváros;173.0;3.0;3.7;2017/18/1;1.0;93.0;False;92.0;True;5.0;False;98.0;4.0;442.0
884;74.0;5.0;True;1.0;4.5;175.0;67.0;1.0;4.5;5N-A7;Főváros;171.0;4.0;3.74;2017/18/1;1.0;83.0;True;75.0;False;4.0;False;94.0;2.5;445.75
8357;88.0;5.0;True;0.0;5.0;132.0;80.0;1.0;5.0;7N-AMM04;Nagyváros (megyei jogú);181.0;5.0;4.01;2014/15/1;2.0;82.0;False;0.0;False;5.0;False;97.0;3.0;379.0
2859;138.0;5.0;True;0.0;4.0;119.0;86.0;1.0;4.5;7N-ANG05;Főváros;161.0;5.0;3.66;2012/13/1;1.0;80.0;False;86.0;True;5.0;False;64.0;5.0;413.0
9347;100.0;5.0;True;4.0;4.5;181.0;94.0;1.0;4.0;2N-AE0;Főváros;179.0;4.0;4.02;2013/14/1;1.0;60.0;False;61.0;True;5.0;False;90.0;5.0;380.0
5610;91.0;5.0;True;4.0;3.5;172.0;92.0;1.0;5.0;4N-A2;Főváros;170.0;5.0;4.36;2011/12/1;1.0;90.0;False;92.0;True;4.0;False;82.0;5.0;401.0
661;85.0;4.5;True;0.0;4.5;161.0;77.0;1.0;4.0;6N-AJ;Egyéb;180.0;5.0;3.41;2013/14/1;1.0;82.0;False;70.0;True;4.5;False;82.0;3.5;441.0
7066;96.0;5.0;True;0.0;5.0;124.0;114.0;1.0;5.0;9N-AF06;Főváros;144.0;4.5;3.71;2013/14/1;1.5;80.0;False;90.0;True;5.0;False;92.0;5.0;430.0
5115;90.0;4.0;True;11.0;5.0;190.0;53.0;1.0;4.5;1N-AEM;Egyéb;197.0;5.0;4.36;2012/13/1;1.5;72.0;False;49.0;True;4.5;False;94.0;4.0;372.0
3124;144.0;5.0;True;3.0;5.0;158.0;100.5;1.0;5.0;5N-A7;Nagyváros (megyei jogú);176.0;4.0;4.68;2015/16/1;1.0;95.0;False;95.0;True;5.0;False;87.0;4.5;424.0
9041;136.5;4.5;True;0.0;4.5;182.0;68.0;1.0;5.0;2N-AE0;Nagyváros (megyei jogú);188.0;4.0;4.06;2011/12/1;1.0;82.0;False;85.0;False;5.0;False;77.0;4.5;394.0
9144;84.0;5.0;True;7.0;3.5;150.0;96.0;1.0;4.0;5N-A7;Egyéb;172.0;4.5;3.08;2013/14/1;1.5;76.0;False;88.0;True;5.0;False;87.0;5.0;465.0
93;111.0;5.0;True;0.0;2.5;191.0;120.0;1.0;4.0;2N-AM0;Főváros;177.0;4.5;4.24;2011/12/1;1.5;70.0;False;93.0;True;4.0;False;80.0;5.0;370.0
4663;72.0;5.0;True;3.0;3.5;174.0;99.0;1.0;3.0;5N-A8;Nagyváros (megyei jogú);194.0;4.5;4.14;2010/11/1;1.0;79.0;False;48.0;True;5.0;False;98.0;5.0;396.0
238;63.0;5.0;True;6.0;4.0;160.0;93.0;1.0;5.0;7N-ANG05;Főváros;164.0;4.0;3.57;2016/17/1;2.0;63.0;False;70.0;True;5.0;False;97.0;4.0;376.0
6532;127.5;5.0;True;1.0;4.5;160.0;86.0;1.0;5.0;3N-M0;Nagyváros (megyei jogú);178.0;4.5;3.8;2016/17/1;1.0;80.0;False;97.0;True;4.0;False;92.0;5.0;470.0
3096;90.0;4.5;False;0.0;5.0;132.0;96.0;1.0;4.0;2N-AG0;Főváros;175.0;5.0;3.52;2013/14/1;1.0;100.5;False;72.0;True;2.5;False;90.0;4.5;424.0
3201;88.0;5.0;True;0.0;5.0;155.0;83.0;1.0;5.0;2N-AG0;Főváros;193.0;4.0;4.36;2015/16/1;1.5;84.0;False;98.0;False;4.5;False;82.0;5.0;410.0
7116;139.5;4.5;True;5.0;4.0;168.0;100.0;1.0;5.0;5N-A7;Nagyváros (megyei jogú);182.0;4.5;3.41;2013/14/1;1.0;129.0;False;55.0;True;5.0;False;94.0;3.0;396.25
2805;114.0;5.0;True;2.0;3.5;177.0;83.0;1.0;5.0;5N-A8;Főváros;174.0;5.0;4.34;2011/12/1;2.0;90.0;False;81.0;True;5.0;False;78.0;5.0;450.5
6967;81.0;5.0;False;1.0;4.0;175.0;75.0;1.0;5.0;7N-AGM02;Nagyváros (megyei jogú);176.0;5.0;4.96;2010/11/1;1.5;50.0;False;74.0;True;5.0;False;150.0;4.0;394.0
3930;88.0;5.0;True;0.0;4.0;152.0;66.0;1.0;4.0;4N-A2;Főváros;158.0;3.0;3.53;2013/14/1;1.0;84.0;False;96.0;False;4.5;False;80.0;4.5;382.0
6373;100.0;4.5;True;1.0;4.0;155.0;103.5;1.0;5.0;3N-A0;Nagyváros (megyei jogú);190.0;5.0;3.09;2012/13/1;1.5;82.0;False;89.0;False;4.5;False;92.0;5.0;422.0
1697;70.0;5.0;True;0.0;5.0;170.0;87.0;1.0;5.0;7N-AKM03;Főváros;195.0;4.5;4.18;2013/14/1;2.0;91.0;False;44.0;False;5.0;False;73.0;5.0;444.0
6987;80.0;5.0;True;0.0;5.0;174.0;93.0;1.0;4.5;5N-A7;Főváros;113.0;5.0;3.69;2013/14/1;1.0;86.0;False;62.0;True;5.0;False;89.0;3.0;400.0
3543;91.0;5.0;True;0.0;4.5;166.0;82.0;1.0;4.5;5N-A7;Egyéb;178.0;5.0;4.13;2012/13/1;2.0;76.0;False;84.0;True;5.0;False;71.0;5.0;428.0
3396;105.0;2.5;False;8.0;5.0;168.0;105.0;1.0;4.5;4N-A2;Főváros;170.0;5.0;4.09;2014/15/1;1.0;99.0;False;70.0;True;5.0;False;74.0;4.5;415.0
9926;62.0;5.0;True;0.0;5.0;169.0;124.5;1.0;5.0;5N-A8;Egyéb;186.0;4.0;4.72;2013/14/1;1.0;83.0;False;94.0;True;5.0;False;94.0;4.5;421.0
815;91.0;3.0;True;0.0;5.0;186.0;95.0;1.0;5.0;5N-A8;Egyéb;191.0;5.0;3.08;2017/18/1;1.0;74.0;False;70.0;True;2.5;False;71.0;3.5;406.0
9969;91.0;5.0;True;0.0;4.5;181.0;68.0;1.0;5.0;7N-ANG05;Egyéb;194.0;5.0;4.47;2010/11/1;2.0;60.0;False;83.0;True;5.0;False;121.5;4.0;394.0
3943;106.5;4.5;True;0.0;4.0;200.0;45.0;1.0;4.5;7N-AGM02;Főváros;150.0;4.5;3.04;2010/11/1;1.0;80.0;True;90.0;True;3.5;True;84.0;4.5;460.0
5931;92.0;5.0;False;5.0;5.0;131.0;92.0;1.0;4.0;4N-A5;Főváros;187.0;5.0;4.97;2010/11/1;1.0;90.0;True;82.0;True;5.0;False;57.0;3.5;438.0
8835;129.0;4.5;True;1.0;4.0;183.0;96.0;1.0;2.5;9N-AM06;Egyéb;183.0;4.0;3.76;2010/11/1;1.0;68.0;False;83.0;True;4.5;False;88.0;5.0;378.0
330;123.0;4.0;True;0.0;4.0;160.0;92.0;1.0;3.0;1N-AEM;Nagyváros (megyei jogú);189.0;5.0;4.17;2015/16/1;1.5;61.0;False;76.0;False;4.0;False;88.0;4.0;398.0
3926;123.0;5.0;True;0.0;5.0;162.0;79.0;1.0;3.5;6N-A0;Főváros;159.0;5.0;3.71;2011/12/1;1.0;87.0;False;61.0;True;5.0;False;92.0;4.5;450.0
3893;86.0;5.0;True;0.0;5.0;158.0;97.0;1.0;5.0;5N-A7;Nagyváros (megyei jogú);176.0;4.5;3.13;2014/15/1;1.0;89.0;False;90.0;True;5.0;False;94.0;5.0;436.0
357;88.0;5.0;False;2.0;4.5;183.0;87.0;1.0;5.0;7N-ANG05;Egyéb;151.0;4.0;3.52;2012/13/1;1.0;86.0;False;88.0;True;5.0;False;86.0;5.0;383.0
3041;76.0;5.0;False;0.0;3.0;174.0;70.0;1.0;4.5;2N-AT0;Főváros;187.0;4.5;4.6;2010/11/1;1.0;92.0;False;68.0;False;5.0;False;74.0;2.5;419.0
9142;123.0;5.0;True;1.0;4.5;185.0;94.0;1.0;5.0;7N-ANG05;Nagyváros (megyei jogú);192.0;5.0;4.68;2013/14/1;1.0;80.0;False;95.0;False;3.0;False;87.0;5.0;425.0
4483;77.0;5.0;True;0.0;4.5;156.0;80.0;1.0;3.5;1N-AEM;Nagyváros (megyei jogú);174.0;5.0;4.68;2012/13/1;1.0;90.0;False;88.0;True;5.0;False;92.0;5.0;477.0
7447;129.0;4.5;True;0.0;3.5;147.0;130.5;1.0;4.5;2N-AM0;Egyéb;189.0;4.0;4.52;2015/16/1;1.5;96.0;False;62.0;True;5.0;False;132.0;3.5;431.0
655;94.0;4.5;True;0.0;4.5;193.0;88.0;1.0;5.0;9N-AF06;Nagyváros (megyei jogú);193.0;4.5;4.54;2011/12/1;2.0;86.0;False;65.0;True;5.0;False;100.0;2.5;440.0
3457;98.0;5.0;True;0.0;4.0;173.0;98.0;1.0;5.0;1N-AEM;Főváros;160.0;4.5;4.29;2011/12/1;1.0;79.0;False;77.0;True;4.5;True;90.0;5.0;484.0
1852;82.5;5.0;True;0.0;3.0;119.0;100.0;1.0;5.0;5N-A7;Főváros;138.0;5.0;3.99;2010/11/1;1.0;42.0;False;74.0;True;5.0;False;67.0;3.0;405.0
7936;141.0;5.0;True;2.0;5.0;172.0;87.0;1.0;4.5;2N-AG0;Nagyváros (megyei jogú);178.0;5.0;3.79;2011/12/1;1.5;67.0;False;85.0;True;5.0;False;111.0;4.5;379.0
5999;130.5;5.0;True;0.0;4.0;187.0;82.5;1.0;5.0;2N-AG0;Nagyváros (megyei jogú);182.0;4.0;4.58;2013/14/1;1.5;70.0;False;80.0;True;5.0;False;93.0;4.0;489.0
393;123.0;3.5;True;1.0;5.0;170.0;121.5;1.0;5.0;1N-AEM;Főváros;189.0;3.5;3.14;2014/15/1;1.0;91.0;False;45.0;True;5.0;False;93.0;5.0;391.0
8843;87.0;4.0;True;0.0;5.0;157.0;94.5;1.0;5.0;2N-AG0;Egyéb;161.0;3.0;4.25;2015/16/1;1.0;80.0;False;84.0;True;5.0;False;92.0;3.5;399.0
62;92.0;4.5;True;1.0;3.5;163.0;97.0;1.0;5.0;7N-AMM04;Egyéb;158.0;4.0;3.74;2010/11/1;1.5;87.0;False;84.0;False;5.0;False;94.0;5.0;441.0
19;126.0;5.0;True;2.0;3.5;175.0;36.0;1.0;4.0;1N-AEM;Főváros;0.0;4.0;3.99;2014/15/1;0.5;98.0;False;92.0;False;4.0;False;94.0;4.0;447.75
4486;135.0;4.0;True;0.0;3.5;162.0;86.0;1.0;4.0;7N-AMM04;Egyéb;154.0;5.0;3.51;2015/16/1;1.5;54.0;False;88.0;True;4.0;False;88.0;4.5;442.0
5519;150.0;2.5;False;0.0;4.0;200.0;95.0;1.0;5.0;5N-A8;Külföld;163.0;5.0;3.25;2011/12/1;1.0;83.0;True;44.0;False;5.0;False;100.0;5.0;404.0
6641;139.5;5.0;True;2.0;5.0;192.0;93.0;1.0;5.0;7N-AGM02;Egyéb;180.0;4.5;4.26;2014/15/1;1.5;80.0;False;73.0;True;4.0;False;95.0;5.0;453.0
8046;129.0;5.0;True;0.0;3.5;162.0;99.0;1.0;4.0;6N-AJ;Egyéb;178.0;5.0;2.71;2014/15/1;1.0;74.0;False;68.0;True;5.0;False;96.0;2.5;381.75
2466;130.5;5.0;False;0.0;5.0;123.0;95.0;1.0;4.0;7N-AKM03;Egyéb;169.0;5.0;4.03;2016/17/1;1.0;54.0;False;64.0;True;5.0;False;88.0;5.0;467.0
6704;80.0;5.0;True;0.0;5.0;172.0;129.0;1.0;5.0;5N-A7;Nagyváros (megyei jogú);161.0;5.0;3.91;2015/16/1;1.0;75.0;False;73.0;False;5.0;False;75.0;4.0;362.0
3216;112.5;5.0;True;0.0;3.5;176.0;97.0;1.0;2.5;5N-A8;Nagyváros (megyei jogú);163.0;5.0;4.14;2014/15/1;1.0;90.0;False;78.0;False;5.0;False;95.0;5.0;430.0
8011;111.0;4.5;True;0.0;4.0;188.0;130.5;1.0;5.0;2N-AG0;Nagyváros (megyei jogú);162.0;4.5;4.06;2011/12/1;1.0;78.0;False;83.0;False;5.0;False;81.0;3.0;442.0
8840;94.5;4.0;True;6.0;5.0;180.0;144.0;1.0;4.5;2N-AG0;Nagyváros (megyei jogú);184.0;4.0;3.91;2011/12/1;1.5;70.0;False;87.0;True;5.0;False;94.0;4.0;485.0
3493;132.0;4.5;True;0.0;5.0;125.0;89.0;1.0;5.0;5N-A7;Egyéb;0.0;5.0;4.56;2015/16/1;1.5;81.0;False;84.0;False;5.0;False;88.0;2.5;398.5
7320;85.0;4.5;True;0.0;3.5;198.0;124.5;1.0;5.0;6N-AJ;Nagyváros (megyei jogú);191.0;4.5;3.54;2014/15/1;1.0;83.0;False;92.0;True;5.0;False;90.0;5.0;416.0
356;84.0;5.0;True;7.0;4.5;175.0;97.0;1.0;3.0;7N-AGM02;Főváros;0.0;4.5;3.61;2014/15/1;0.5;108.0;True;59.0;True;5.0;False;80.0;5.0;431.0
1963;90.0;5.0;True;1.0;4.0;181.0;130.5;1.0;5.0;3N-A0;Egyéb;188.0;5.0;4.07;2010/11/1;1.0;91.0;False;84.0;True;5.0;False;106.5;5.0;394.0
5045;68.0;5.0;True;1.0;4.5;163.0;80.0;1.0;5.0;2N-AE0;Főváros;0.0;5.0;4.08;2011/12/1;1.0;99.0;False;84.0;True;5.0;False;87.0;4.0;431.0
363;68.0;4.5;True;0.0;4.0;176.0;78.0;1.0;3.0;7N-AGM02;Nagyváros (megyei jogú);182.0;3.5;3.68;2015/16/1;1.5;96.0;False;80.0;True;4.0;False;97.5;5.0;463.0
4088;99.0;5.0;True;1.0;3.5;151.0;100.5;1.0;4.5;5N-A8;Főváros;187.0;4.5;3.8;2012/13/1;1.5;79.0;False;82.0;False;5.0;True;91.0;5.0;400.0
2509;93.0;5.0;True;0.0;4.0;190.0;93.0;1.0;3.0;4N-A5;Egyéb;180.0;5.0;4.74;2015/16/1;1.0;72.0;False;49.0;True;5.0;False;83.0;5.0;447.0
4700;56.0;5.0;True;0.0;4.5;144.0;77.0;1.0;5.0;2N-AG0;Főváros;174.0;5.0;4.34;2013/14/1;1.0;70.0;False;72.0;True;5.0;False;95.0;5.0;397.25
3440;106.5;5.0;False;1.0;5.0;161.0;98.0;1.0;5.0;7N-AKM03;Egyéb;192.0;3.0;3.57;2014/15/1;1.0;86.0;False;91.0;True;5.0;False;130.5;5.0;401.0
2667;126.0;4.5;True;0.0;4.0;182.0;63.0;1.0;4.0;7N-AGM02;Nagyváros (megyei jogú);172.0;5.0;4.05;2013/14/1;1.0;79.0;False;83.0;False;5.0;False;80.0;4.5;487.0
6776;100.0;5.0;True;0.0;5.0;198.0;90.0;1.0;3.0;5N-A8;Nagyváros (megyei jogú);186.0;5.0;4.62;2011/12/1;2.5;89.0;False;76.0;True;5.0;False;123.0;2.0;440.0
3468;81.0;5.0;True;0.0;5.0;148.0;88.0;1.0;4.0;2N-AG0;Főváros;131.0;5.0;3.56;2014/15/1;1.0;91.0;False;89.0;True;5.0;False;97.5;5.0;490.0
2031;80.0;5.0;True;1.0;4.0;180.0;93.0;1.0;5.0;9N-AF06;Főváros;162.0;4.5;4.84;2010/11/1;1.5;71.0;False;80.0;False;5.0;False;60.0;4.5;391.0
2411;92.0;4.5;True;0.0;5.0;155.0;72.0;1.0;4.0;3N-M0;Nagyváros (megyei jogú);142.0;3.5;4.25;2012/13/1;1.0;80.0;False;63.0;True;4.5;False;80.0;5.0;360.75
6981;88.0;5.0;True;0.0;4.5;186.0;61.0;1.0;4.5;2N-AG0;Nagyváros (megyei jogú);168.0;3.0;4.52;2018/19/1;1.0;81.0;False;67.0;True;5.0;False;92.0;5.0;432.0
1639;42.0;5.0;True;0.0;5.0;188.0;114.0;1.0;4.5;7N-AGM02;Főváros;180.0;5.0;3.69;2012/13/1;0.5;86.0;False;83.0;True;5.0;False;82.0;3.5;417.0
6250;118.5;5.0;False;0.0;4.5;172.0;86.0;1.0;5.0;5N-A8;Nagyváros (megyei jogú);165.0;4.0;3.88;2010/11/1;1.0;72.0;False;94.0;False;4.5;False;124.5;4.0;468.0
4445;150.0;5.0;True;5.0;2.5;185.0;76.0;1.0;5.0;6N-AJ;Egyéb;180.0;5.0;3.73;2011/12/1;1.5;75.0;False;49.0;True;4.0;False;138.0;4.5;409.75
5523;130.5;3.0;True;0.0;4.0;173.0;80.0;1.0;4.5;5N-A7;Főváros;145.0;4.0;3.3;2014/15/1;2.0;80.0;False;98.0;True;4.5;False;94.0;5.0;432.0
5876;82.5;4.0;True;3.0;4.0;177.0;111.0;1.0;5.0;6N-AJ;Egyéb;181.0;4.0;3.9;2015/16/1;1.5;68.0;False;70.0;True;5.0;False;95.0;4.5;369.0
2447;79.5;5.0;False;0.0;4.5;151.0;75.0;1.0;5.0;9N-AF06;Nagyváros (megyei jogú);176.0;4.0;4.21;2013/14/1;1.5;77.0;False;92.0;False;5.0;False;120.0;4.0;405.0
1830;130.5;5.0;True;0.0;4.0;145.0;88.0;1.0;5.0;3N-M0;Főváros;0.0;4.0;4.19;2011/12/1;1.0;70.0;False;67.0;True;5.0;False;96.0;4.0;368.0
1287;84.0;5.0;True;0.0;2.0;192.0;85.0;1.0;4.5;5N-A8;Nagyváros (megyei jogú);164.0;4.0;3.66;2010/11/1;1.0;67.0;False;91.0;True;5.0;False;61.0;4.0;425.0
7021;94.0;5.0;False;0.0;5.0;147.0;117.0;1.0;3.5;5N-A8;Egyéb;173.0;5.0;4.42;2012/13/1;1.5;100.0;False;74.0;True;4.0;False;0.0;5.0;406.0
2067;96.0;3.5;True;4.0;5.0;149.0;85.0;1.0;3.5;6N-A0;Nagyváros (megyei jogú);165.0;5.0;4.29;2014/15/1;2.0;64.0;False;85.0;True;5.0;False;96.0;4.5;411.0
1654;141.0;4.0;True;0.0;4.5;173.0;91.5;1.0;5.0;5N-A8;Nagyváros (megyei jogú);163.0;5.0;4.48;2015/16/1;2.5;71.0;False;90.0;True;5.0;False;75.0;3.5;424.0
3362;84.0;4.5;True;0.0;4.5;163.0;84.0;1.0;4.0;5N-A8;Nagyváros (megyei jogú);167.0;4.0;3.63;2012/13/1;1.0;81.0;False;100.0;True;5.0;False;92.0;5.0;425.0
624;79.5;3.5;True;0.0;5.0;189.0;91.0;1.0;5.0;5N-A8;Nagyváros (megyei jogú);0.0;5.0;4.07;2013/14/1;1.0;82.0;False;0.0;False;5.0;False;96.0;3.0;378.5
